subject,subcount,error
8310,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2411/2215590977_c49aea7e4a_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8310,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6174/6268950640_22d39c97ff_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8311,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2841/8985278926_ff852b1e3f_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8312,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2258/1589643569_3537ea4ee8_z.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8313,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2925/14003721799_42915242a4_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8314,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6078/6028496881_13feef41c1_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8315,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2941/15103633247_907870fc3e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8316,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2944/15321692261_2058045b85_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8317,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2906/14280181047_201d294481_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8318,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2655/4086626513_5250b529f6_z.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8319,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6025/6000785304_7e3f1e97ef_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8322,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2897/14095598061_d40422ce11_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8324,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8324,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2818/12927720294_8fe03126ec_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8324,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2829/11469449573_99d7b68451_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8325,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8326,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8327,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8328,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8328,2,404 Client Error: Not Found for url: https://farm2.staticflickr.com/1169/867210361_ae4a7f07c0_b.jpg
8329,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8329,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2832/13346169564_7781576017_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8330,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8331,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8332,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8333,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8334,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8334,3,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3712/8753596673_4db81f532f_b.jpg
8335,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8336,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2417/1806546353_7babbe06db_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8337,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2905/14053401700_c83e6d15a0_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8339,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2899/14708828931_7893c440a1_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8341,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6031/6258864874_c0ee06a65e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8342,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6031/6258864874_c0ee06a65e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8342,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2940/14141950388_591341a43f_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8343,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6031/6258864874_c0ee06a65e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8343,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2930/14625424505_8c88866e11_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8344,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6031/6258864874_c0ee06a65e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8345,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6031/6258864874_c0ee06a65e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8345,3,404 Client Error: Not Found for url: https://farm6.staticflickr.com/5475/12093518743_003bdbb01b_b.jpg
8346,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6031/6258864874_c0ee06a65e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8347,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6031/6258864874_c0ee06a65e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8348,1,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6031/6258864874_c0ee06a65e_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8348,2,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6177/6152795201_1efc8d50ec_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8349,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2908/14740988084_9c84171a27_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8349,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2881/11409075835_bfe68c0346_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8350,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2792/4438917476_80d906ac55_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8351,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2878/13682321303_3a9236bd06_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8355,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2345/12972604593_fdce934304_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8357,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3922/14875472374_a7d2342e9f_b.jpg
8357,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2322/2483456503_9e4d2141b8_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8358,3,"HTTPConnectionPool(host='farm7.staticflickr.com', port=80): Max retries exceeded with url: /6231/6286850597_517da64bdd_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8359,3,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2814/8909010241_292f736057_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8361,2,404 Client Error: Not Found for url: https://farm4.staticflickr.com/3424/3377936319_ccd2b491b9_b.jpg
8365,2,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2924/14327795372_dedf43a659_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
8368,1,"HTTPConnectionPool(host='farm3.staticflickr.com', port=80): Max retries exceeded with url: /2696/13215555903_bcb1efd9b8_b.jpg (Caused by ProtocolError('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None)))"
